id	name	zip	county_id	county_name	slug	populity	type
1889	Algyő	6750	6	Csongrád	algyo	5356	Nagyközség
2339	Almamellék	7934	2	Baranya	almamellek	480	Község
646	Almásfüzitő	2931	11	Komárom-Esztergom	almasfuzito	0	
1705	Almáskamarás	5747	4	Békés	almaskamaras	998	Község
1310	Álmosd	4285	9	Hajdú-Bihar	almosd	1782	Község
1005	Alsódobsza	3717	5	Borsod-Abaúj-Zemplén	alsodobsza	355	Község
2095	Alsómocsolád	7345	2	Baranya	alsomocsolad	366	Község
2017	Alsónána	7147	17	Tolna	alsonana	773	Község
400	Alsónémedi	2351	13	Pest	alsonemedi	5001	Nagyközség
2855	Alsónemesapáti	8924	20	Zala	alsonemesapati	740	Község
2018	Alsónyék	7148	17	Tolna	alsonyek	820	Község
2465	Alsóörs	8226	19	Veszprém	alsoors	1555	Község
2547	Alsópáhok	8394	20	Zala	alsopahok	1381	Község
500	Alsópetény	2617	12	Nógrád	alsopeteny	641	Község
1944	Alsószentiván	7012	7	Fejér	alsoszentivan	660	Község
2311	Alsószentmárton	7826	2	Baranya	alsoszentmarton	1200	Község
692	Alsótold	3069	12	Nógrád	alsotold	263	Község
3230	Alsóújlak	9842	18	Vas	alsoujlak	650	Község
1060	Alsóvadász	3811	5	Borsod-Abaúj-Zemplén	alsovadasz	1564	Község
935	Alsózsolca	3571	5	Borsod-Abaúj-Zemplén	alsozsolca	6003	Város
1932	Ambrózfalva	6916	6	Csongrád	ambrozfalva	531	Község
1413	Anarcs	4546	15	Szabolcs-Szatmár-Bereg	anarcs	2043	Község
2706	Andocs	8675	14	Somogy	andocs	1132	Község
865	Andornaktálya	3399	10	Heves	andornaktalya	2865	község
3214	Andrásfa	9811	18	Vas	andrasfa	302	Község
479	Annavölgy	2529	11	Komárom-Esztergom	annavolgy	974	Község
1417	Apagy	4553	15	Szabolcs-Szatmár-Bereg	apagy	2372	Község
398	Apaj	2345	13	Pest	apaj	1262	Község
1937	Apátfalva	6931	6	Csongrád	apatfalva	3233	Község
670	Apc	3032	10	Heves	apc	2669	község
394	Áporka	2338	13	Pest	aporka	1162	Község
1761	Apostag	6088	3	Bács-Kiskun	apostag	2126	Község
1442	Aranyosapáti	4634	15	Szabolcs-Szatmár-Bereg	aranyosapati	2062	Község
1104	Arka	3885	5	Borsod-Abaúj-Zemplén	arka	101	Község
990	Arló	3663	5	Borsod-Abaúj-Zemplén	arlo	4057	Nagyközség
1001	Arnót	3713	5	Borsod-Abaúj-Zemplén	arnot	2611	Község
897	Ároktő	3467	5	Borsod-Abaúj-Zemplén	arokto	1238	Község
1865	Árpádhalom	6623	6	Csongrád	arpadhalom	557	Község
2954	Árpás	9132	8	Győr-Moson-Sopron	arpas	264	Község
1233	Ártánd	4115	9	Hajdú-Bihar	artand	553	Község
1912	Ásotthalom	6783	6	Csongrád	asotthalom	4103	Község
2985	Ásványráró	9177	8	Győr-Moson-Sopron	asvanyraro	1995	Község
1076	Aszaló	3841	5	Borsod-Abaúj-Zemplén	aszalo	1933	Község
625	Ászár	2881	11	Komárom-Esztergom	aszar	1784	Község
335	Aszód	2170	13	Pest	aszod	6174	Város
2473	Aszófő	8241	19	Veszprém	aszofo	432	Község
843	Átány	3371	10	Heves	atany	1564	község
758	Atkár	3213	10	Heves	atkar	1781	Község
2063	Attala	7252	17	Tolna	attala	879	Község
649	Bábolna	2943	11	Komárom-Esztergom	babolna	3741	Város
2697	Bábonymegyer	8658	14	Somogy	babonymegyer	870	Község
3035	Babót	9351	8	Győr-Moson-Sopron	babot	1162	Község
1833	Bácsalmás	6430	3	Bács-Kiskun	bacsalmas	7348	Város
1844	Bácsbokod	6453	3	Bács-Kiskun	bacsbokod	3004	Nagyközség
1845	Bácsborsód	6454	3	Bács-Kiskun	bacsborsod	1274	Község
1851	Bácsszentgyörgy	6511	3	Bács-Kiskun	bacsszentgyorgy	179	Község
1832	Bácsszőlős	6425	3	Bács-Kiskun	bacsszolos	397	Község
2488	Badacsonytomaj	8258	19	Veszprém	badacsonytomaj	2423	Város
2489	Badacsonytomaj (Badacsony)	8261	19	Veszprém	badacsony	0	
2487	Badacsonytomaj (Badacsonyörs)	8257	19	Veszprém	badacsonyors	0	
2491	Badacsonytördemic	8263	19	Veszprém	badacsonytordemic	939	Község
2490	Badacsonytördemic (Badacsonylábdihegy)	8262	19	Veszprém	badacsonylabdihegy	0	
346	Bag	2191	13	Pest	bag	3931	nagyközség
1311	Bagamér	4286	9	Hajdú-Bihar	bagamer	2708	Nagyközség
2963	Bágyogszovát	9145	8	Győr-Moson-Sopron	bagyogszovat	1363	Község
608	Baj	2836	11	Komárom-Esztergom	baj	2796	Község
1848	Baja	6500	3	Bács-Kiskun	baja	37853	Város
1849	Baja	6501	3	Bács-Kiskun	baja	0	
1850	Baja (Bajaszentistván)	6503	3	Bács-Kiskun	bajaszentistvan	0	
475	Bajna	2525	11	Komárom-Esztergom	bajna	2028	Község
482	Bajót	2533	11	Komárom-Esztergom	bajot	1607	Község
2865	Bak	8945	20	Zala	bak	1676	Község
2195	Bakháza	7585	14	Somogy	bakhaza	210	Község
2115	Bakóca	7393	2	Baranya	bakoca	0	
1265	Bakonszeg	4164	9	Hajdú-Bihar	bakonszeg	1252	Község
629	Bakonybánk	2885	11	Komárom-Esztergom	bakonybank	498	Község
2565	Bakonybél	8427	19	Veszprém	bakonybel	1295	Község
2383	Bakonycsernye	8056	7	Fejér	bakonycsernye	3186	Község
2571	Bakonygyirót	8433	19	Veszprém	bakonygyirot	154	Község
2649	Bakonyjákó	8581	19	Veszprém	bakonyjako	700	Község
2647	Bakonykoppány	8571	19	Veszprém	bakonykoppany	213	Község
3299	Bakonykúti	8046	7	Fejér	bakonykuti	0	
2560	Bakonynána	8422	19	Veszprém	bakonynana	1011	Község
2557	Bakonyoszlop	8418	19	Veszprém	bakonyoszlop	510	Község
2930	Bakonypéterd	9088	8	Győr-Moson-Sopron	bakonypeterd	283	Község
2591	Bakonypölöske	8457	19	Veszprém	bakonypoloske	415	Község
2640	Bakonyság	8557	19	Veszprém	bakonysag	79	Község
621	Bakonysárkány	2861	11	Komárom-Esztergom	bakonysarkany	996	Község
2568	Bakonyszentkirály	8430	19	Veszprém	bakonyszentkiraly	942	Község
2569	Bakonyszentlászló	8431	19	Veszprém	bakonyszentlaszlo	1935	Község
628	Bakonyszombathely	2884	11	Komárom-Esztergom	bakonyszombathely	1472	Község
2648	Bakonyszücs	8572	19	Veszprém	bakonyszucs	370	Község
2638	Bakonytamási	8555	19	Veszprém	bakonytamasi	731	Község
1903	Baks	6768	6	Csongrád	baks	2190	Község
1074	Baktakék	3836	5	Borsod-Abaúj-Zemplén	baktakek	762	Község
1423	Baktalórántháza	4561	15	Szabolcs-Szatmár-Bereg	baktaloranthaza	3824	Város
538	Balassagyarmat	2660	12	Nógrád	ipolyszog	16490	Város
539	Balassagyarmat 1.	2661	12	Nógrád	balassagyarmat	0	
540	Balassagyarmat 2.	2662	12	Nógrád	balassagyarmat	0	
1899	Balástya	6764	6	Csongrád	balastya	3554	Község
827	Balaton	3347	10	Heves	balaton	1197	község
2475	Balatonakali	8243	19	Veszprém	balatonakali	708	Község
2446	Balatonaliga (Balatonvilágos)	8171	7	Fejér	balatonvilagos	1389	Község
2463	Balatonalmádi	8220	19	Veszprém	balatonalmadi	9124	Város
2690	Balatonberény	8649	14	Somogy	balatonbereny	1224	Község
2678	Balatonboglár	8630	14	Somogy	balatonboglar	6221	Város
2712	Balatonboglár (Szőlőskislak)	8691	14	Somogy	szoloskislak	0	
2679	Balatonboglár 3.	8634	14	Somogy	balatonboglar	0	
2513	Balatonederics	8312	19	Veszprém	balatonederics	1105	Község
2665	Balatonendréd	8613	14	Somogy	balatonendred	1412	Község
2687	Balatonfenyves	8646	14	Somogy	balatonfenyves	2194	Község
2445	Balatonfőkajár	8164	19	Veszprém	balatonfokajar	1387	Község
2672	Balatonföldvár	8623	14	Somogy	balatonfoldvar	2338	Város
2449	Balatonfűzfő	8175	19	Veszprém	balatonfuzfo	0	
2453	Balatonfűzfő (Fűzfőgyártelep)	8184	19	Veszprém	fuzfogyartelep	4538	Város
2469	Balatonfüred	8230	19	Veszprém	balatonfured	13679	Város
2471	Balatonfüred (Balatonarács)	8236	19	Veszprém	balatonaracs	0	
2470	Balatonfüred 1.	8231	19	Veszprém	balatonfured	0	
2514	Balatongyörök	8313	20	Zala	balatongyorok	1150	Község
2498	Balatonhenye	8275	19	Veszprém	balatonhenye	139	Község
2448	Balatonkenese	8174	19	Veszprém	balatonkenese	3611	Város
2447	Balatonkenese (Balatonakarattya)	8172	19	Veszprém	balatonakarattya	0	
3301	Balatonkenese (Üdülőtelep)	8173	19	Veszprém	udulotelep	0	
2689	Balatonkeresztúr	8648	14	Somogy	balatonkeresztur	1714	Község
2683	Balatonlelle	8638	14	Somogy	balatonlelle	5184	Város
2763	Balatonmagyaród	8753	20	Zala	balatonmagyarod	528	Község
2688	Balatonmáriafürdő	8647	14	Somogy	balatonmariafurdo	0	
2682	Balatonőszöd	8637	14	Somogy	balatonoszod	0	
2485	Balatonrendes	8255	19	Veszprém	balatonrendes	156	Község
2691	Balatonszabadi	8651	14	Somogy	balatonszabadi	3041	Község
2673	Balatonszárszó	8624	14	Somogy	balatonszarszo	2182	Nagyközség
2681	Balatonszemes	8636	14	Somogy	balatonszemes	549	Község
2728	Balatonszentgyörgy	8710	14	Somogy	balatonszentgyorgy	1697	Község
2482	Balatonszepezd	8252	19	Veszprém	balatonszepezd	437	Község
3302	Balatonszőlős	8233	19	Veszprém	balatonszolos	0	
2730	Balatonújlak	8712	14	Somogy	balatonujlak	524	Község
2382	Balinka	8055	7	Fejér	balinka	1005	Község
2381	Balinka (Eszény)	8054	7	Fejér	eszeny	0	
1284	Balkány	4233	15	Szabolcs-Szatmár-Bereg	balkany	6663	Város
1737	Ballószög	6035	3	Bács-Kiskun	balloszog	3323	Község
1209	Balmazújváros	4060	9	Hajdú-Bihar	balmazujvaros	18269	Város
3192	Balogunyom	9771	18	Vas	balogunyom	1253	Község
1825	Balotaszállás	6412	3	Bács-Kiskun	balotaszallas	1603	Község
1370	Balsa	4468	15	Szabolcs-Szatmár-Bereg	balsa	856	Község
2666	Bálványos	8614	14	Somogy	balvanyos	0	
650	Bana	2944	11	Komárom-Esztergom	bana	1738	Község
2579	Bánd	8443	19	Veszprém	band	686	Község
972	Bánhorváti	3642	5	Borsod-Abaúj-Zemplén	banhorvati	1528	Község
531	Bánk	2653	12	Nógrád	bank	685	Község
982	Bánréve	3654	5	Borsod-Abaúj-Zemplén	banreve	1437	Község
2255	Bár	7711	2	Baranya	bar	578	Község
1512	Barabás	4937	15	Szabolcs-Szatmár-Bereg	barabas	810	Község
428	Baracs	2426	7	Fejér	baracs	0	
429	Baracs (Apátszállás)	2427	7	Fejér	apatszallas	3634	Község
452	Baracska	2471	7	Fejér	baracska	2734	Község
1262	Báránd	4161	9	Hajdú-Bihar	barand	2831	Község
2111	Baranyajenő	7384	2	Baranya	baranyajeno	509	Község
2192	Barcs	7570	14	Somogy	barcs	0	
2187	Barcs (Somogytarnóca)	7557	14	Somogy	somogytarnoca	0	
2151	Bárdudvarnok	7478	14	Somogy	bardudvarnok	1186	Község
2868	Barlahida	8948	20	Zala	barlahida	168	Község
712	Bárna	3126	12	Nógrád	barna	0	
627	Bársonyos	2883	11	Komárom-Esztergom	barsonyos	806	Község
3295	Basal	7923	2	Baranya	basal	0	
2019	Báta	7149	17	Tolna	bata	1838	Község
2028	Bátaapáti	7164	17	Tolna	bataapati	429	Község
2011	Bátaszék	7140	17	Tolna	bataszek	6833	Város
1860	Bátmonostor	6528	3	Bács-Kiskun	batmonostor	1660	Község
693	Bátonyterenye	3070	12	Nógrád	batonyterenye	13765	Város
700	Bátonyterenye (Kisterenye)	3078	12	Nógrád	kisterenye	0	
694	Bátonyterenye (Nagybátony)	3071	12	Nógrád	nagybatony	0	
695	Bátonyterenye 2.	3072	12	Nógrád	batonyterenye	0	
820	Bátor	3336	10	Heves	bator	429	község
1331	Bátorliget	4343	15	Szabolcs-Szatmár-Bereg	batorliget	698	Község
1711	Battonya	5830	4	Békés	battonya	6157	Város
1819	Bátya	6351	3	Bács-Kiskun	batya	2218	Község
2788	Batyk	8797	20	Zala	batyk	432	Község
2531	Bazsi	8352	19	Veszprém	bazsi	429	Község
2646	Béb	8565	19	Veszprém	beb	251	Község
559	Becske	2693	12	Nógrád	becske	644	Község
2887	Becsvölgye	8985	20	Zala	becsvolgye	863	Község
1245	Bedő	4128	9	Hajdú-Bihar	bedo	280	Község
3151	Bejcgyertyános	9683	18	Vas	bejcgyertyanos	501	Község
2621	Békás	8515	19	Veszprém	bekas	214	Község
1118	Bekecs	3903	5	Borsod-Abaúj-Zemplén	bekecs	2642	Község
1671	Békés	5630	4	Békés	bekes	21209	Város
1665	Békéscsaba	5600	4	Békés	bekescsaba	0	
1669	Békéscsaba (Gerla)	5623	4	Békés	gerla	0	
1683	Békéscsaba (Mezőmegyer)	5671	4	Békés	mezomegyer	0	
1726	Békéssámson	5946	4	Békés	bekessamson	2557	Község
1664	Békésszentandrás	5561	4	Békés	bekesszentandras	3908	Nagyközség
823	Bekölce	3343	10	Heves	bekolce	731	község
2199	Bélavár	7589	14	Somogy	belavar	420	Község
1972	Belecska	7061	17	Tolna	belecska	416	Község
2179	Beleg	7543	14	Somogy	beleg	0	
2810	Belezna	8855	20	Zala	belezna	814	Község
1673	Bélmegyer	5643	4	Békés	belmegyer	1129	Község
442	Beloiannisz	2455	7	Fejér	beloiannisz	1217	Község
1446	Benk	4643	15	Szabolcs-Szatmár-Bereg	benk	464	Község
359	Bénye	2216	13	Pest	benye	1238	Község
679	Bér	3045	12	Nógrád	ber	412	Község
3223	Bérbaltavár	9831	18	Vas	berbaltavar	567	Község
555	Bercel	2687	12	Nógrád	bercel	2000	Község
1509	Beregdaróc	4934	15	Szabolcs-Szatmár-Bereg	beregdaroc	846	Község
1508	Beregsurány	4933	15	Szabolcs-Szatmár-Bereg	beregsurany	589	Község
1234	Berekböszörmény	4116	9	Hajdú-Bihar	berekboszormeny	1924	Község
1605	Berekfürdő	5309	16	Jász-Nagykun-Szolnok	berekfurdo	1158	Község
997	Berente	3704	5	Borsod-Abaúj-Zemplén	berente	1147	Község
1073	Beret	3834	5	Borsod-Abaúj-Zemplén	beret	279	Község
1229	Berettyóújfalu	4100	9	Hajdú-Bihar	berettyoujfalu	15692	Város
1230	Berettyóújfalu (Berettyószentmárton)	4103	9	Hajdú-Bihar	berettyoszentmarton	0	
2450	Berhida	8181	19	Veszprém	berhida	6112	Város
2451	Berhida (Peremartongyártelep)	8182	19	Veszprém	peremartongyartelep	0	
520	Berkenye	2641	12	Nógrád	berkenye	660	Község
1396	Berkesz	4521	15	Szabolcs-Szatmár-Bereg	berkesz	846	Község
518	Bernecebaráti	2639	13	Pest	bernecebarati	920	Község
939	Berzék	3575	5	Borsod-Abaúj-Zemplén	berzek	1024	Község
2160	Berzence	7516	14	Somogy	berzence	2643	Nagyközség
1421	Besenyőd	4557	15	Szabolcs-Szatmár-Bereg	besenyod	721	Község
845	Besenyőtelek	3373	10	Heves	besenyotelek	2854	község
1562	Besenyszög	5071	16	Jász-Nagykun-Szolnok	besenyszog	3503	Község
443	Besnyő	2456	7	Fejér	besnyo	1791	Község
1382	Beszterec	4488	15	Szabolcs-Szatmár-Bereg	beszterec	1117	Község
2297	Bezedek	7782	2	Baranya	bezedek	273	Község
2995	Bezenye	9223	8	Győr-Moson-Sopron	bezenye	1499	Község
2860	Bezeréd	8934	20	Zala	bezered	0	
2972	Bezi	9162	8	Győr-Moson-Sopron	bezi	511	Község
268	Biatorbágy	2051	13	Pest	biatorbagy	11690	Város
270	Bicske	2060	7	Fejér	bicske	12027	Város
271	Bicske	2061	7	Fejér	bicske	0	
1270	Bihardancsháza	4175	9	Hajdú-Bihar	bihardancshaza	201	Község
1231	Biharkeresztes	4110	9	Hajdú-Bihar	biharkeresztes	4191	Város
1267	Biharnagybajom	4172	9	Hajdú-Bihar	biharnagybajom	2971	Község
1269	Bihartorda	4174	9	Hajdú-Bihar	bihartorda	1005	Község
1656	Biharugra	5538	4	Békés	biharugra	1014	Község
1963	Bikács	7043	17	Tolna	bikacs	459	Község
2096	Bikal	7346	2	Baranya	bikal	778	Község
1286	Biri	4235	15	Szabolcs-Szatmár-Bereg	biri	1424	Község
2277	Birján	7747	2	Baranya	birjan	452	Község
841	Boconád	3368	10	Heves	boconad	1431	Község
1790	Bócsa	6235	3	Bács-Kiskun	bocsa	1880	Község
1287	Bocskaikert	4241	9	Hajdú-Bihar	bocskaikert	3049	Község
2240	Boda	7672	2	Baranya	boda	440	Község
2380	Bodajk	8053	7	Fejér	bodajk	4210	Város
3300	Bodmér	8080	7	Fejér	bodmer	0	
2116	Bodolyabér	7394	2	Baranya	bodolyaber	273	Község
2956	Bodonhely	9134	8	Győr-Moson-Sopron	bodonhely	324	Község
768	Bodony	3243	10	Heves	bodony	812	község
2129	Bodrog	7439	14	Somogy	bodrog	0	
1174	Bodroghalom	3987	5	Borsod-Abaúj-Zemplén	bodroghalom	1499	Község
1127	Bodrogkeresztúr	3916	5	Borsod-Abaúj-Zemplén	bodrogkeresztur	1236	Község
1128	Bodrogkisfalud	3917	5	Borsod-Abaúj-Zemplén	bodrogkisfalud	930	Község
1148	Bodrogolaszi	3943	5	Borsod-Abaúj-Zemplén	bodrogolaszi	1004	Község
1039	Bódvalenke	3768	5	Borsod-Abaúj-Zemplén	bodvalenke	43	Község
1036	Bódvarákó	3764	5	Borsod-Abaúj-Zemplén	bodvarako	114	Község
1035	Bódvaszilas	3763	5	Borsod-Abaúj-Zemplén	bodvaszilas	1172	Község
868	Bogács	3412	5	Borsod-Abaúj-Zemplén	bogacs	2049	Község
3291	Bogád	7742	2	Baranya	bogad	0	
2351	Bogdása	7966	2	Baranya	bogdasa	309	Község
2006	Bogyiszló	7132	17	Tolna	bogyiszlo	2308	Község
1232	Bojt	4114	9	Hajdú-Bihar	bojt	579	Község
2753	Bókaháza	8741	20	Zala	bokahaza	1675	Község
617	Bokod	2855	11	Komárom-Esztergom	bokod	2267	Község
664	Boldog	3016	10	Heves	boldog	3082	község
2342	Boldogasszonyfa	7937	2	Baranya	boldogasszonyfa	470	Község
1103	Boldogkőújfalu	3884	5	Borsod-Abaúj-Zemplén	boldogkoujfalu	561	Község
2161	Bolhás	7517	14	Somogy	bolhas	0	
2196	Bolhó	7586	14	Somogy	bolho	808	Község
2281	Bóly	7754	2	Baranya	boly	3881	Város
2077	Bonnya	7281	14	Somogy	bonnya	0	
2020	Bonyhád	7150	17	Tolna	bonyhad	14136	Város
2021	Bonyhád	7151	17	Tolna	bonyhad	0	
2042	Bonyhád (Majos)	7187	17	Tolna	majos	0	
2022	Bonyhád 3.	7153	17	Tolna	bonyhad	0	
2023	Bonyhádvarasd	7158	17	Tolna	bonyhadvarasd	471	Község
1921	Bordány	6795	6	Csongrád	bordany	3171	Község
3112	Borgáta	9554	18	Vas	borgata	370	Község
1837	Borota	6445	3	Bács-Kiskun	borota	1457	Község
986	Borsodbóta	3658	5	Borsod-Abaúj-Zemplén	borsodbota	946	Község
879	Borsodgeszt	3426	5	Borsod-Abaúj-Zemplén	borsodgeszt	301	Község
892	Borsodivánka	3462	5	Borsod-Abaúj-Zemplén	borsodivanka	742	Község
992	Borsodnádasd	3671	5	Borsod-Abaúj-Zemplén	borsodnadasd	3388	Város
993	Borsodnádasd (Lemezgyár)	3672	5	Borsod-Abaúj-Zemplén	lemezgyar	0	
964	Borsodszentgyörgy	3623	5	Borsod-Abaúj-Zemplén	borsodszentgyorgy	1281	Község
1057	Borsodszirák	3796	5	Borsod-Abaúj-Zemplén	borsodszirak	1268	Község
523	Borsosberény	2644	12	Nógrád	borsosbereny	1013	Község
2603	Borszörcsök	8479	19	Veszprém	borszorcsok	420	Község
2566	Borzavár	8428	19	Veszprém	borzavar	756	Község
1525	Botpalád	4955	15	Szabolcs-Szatmár-Bereg	botpalad	647	Község
3163	Bozsok	9727	18	Vas	bozsok	331	Község
938	Bőcs	3574	5	Borsod-Abaúj-Zemplén	bocs	2895	Község
3147	Bögöte	9675	18	Vas	bogote	323	Község
2736	Böhönye	8719	14	Somogy	bohonye	2437	Község
1282	Bököny	4231	15	Szabolcs-Szatmár-Bereg	bokony	3417	Község
1953	Bölcske	7025	17	Tolna	bolcske	2901	Község
2922	Bőny	9073	8	Győr-Moson-Sopron	bony	2215	Község
2967	Börcs	9152	8	Győr-Moson-Sopron	borcs	1269	Község
2772	Börzönce	8772	20	Zala	borzonce	382	Község
2976	Bősárkány	9167	8	Győr-Moson-Sopron	bosarkany	2140	Nagyközség
2148	Bőszénfa	7475	14	Somogy	boszenfa	0	
1651	Bucsa	5527	4	Békés	bucsa	2481	Község
3205	Bucsu	9792	18	Vas	bucsu	610	Község
2837	Bucsuta	8893	20	Zala	bucsuta	228	Község
291	Budajenő	2093	13	Pest	budajeno	1756	Község
239	Budakalász	2011	13	Pest	budakalasz	10398	Város
290	Budakeszi	2092	13	Pest	budakeszi	13900	Város
261	Budaörs	2040	13	Pest	budaors	27461	Város
263	Budaörs (Kamaraerdő)	2042	13	Pest	kamaraerdo	0	
262	Budaörs 1.	2041	13	Pest	budaors	0	
264	Budaörs 3.	2043	13	Pest	budaors	0	
1	Budapest	1000	1	Budapest	budapest	0	Fővárosi kerület
2	Budapest	1001	1	Budapest	budapest	0	Fővárosi kerület
3	Budapest	1011	1	Budapest, I. ker.	budapest	0	Fővárosi kerület
4	Budapest	1012	1	Budapest, I. ker.	budapest	0	Fővárosi kerület
5	Budapest	1013	1	Budapest, I. ker.	budapest	0	Fővárosi kerület
6	Budapest	1014	1	Budapest, I. ker.	budapest	26380	Fővárosi kerület
7	Budapest	1015	1	Budapest, I. ker.	budapest	0	Fővárosi kerület
8	Budapest	1016	1	Budapest, I. ker.	budapest	0	Fővárosi kerület
9	Budapest	1021	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
10	Budapest	1022	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
11	Budapest	1023	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
12	Budapest	1024	1	Budapest, II. ker.	budapest	86865	Fővárosi kerület
13	Budapest	1025	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
14	Budapest	1026	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
15	Budapest	1027	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
16	Budapest	1028	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
17	Budapest	1029	1	Budapest, II. ker.	budapest	0	Fővárosi kerület
18	Budapest	1031	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
19	Budapest	1032	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
20	Budapest	1033	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
21	Budapest	1034	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
22	Budapest	1035	1	Budapest, III. ker.	budapest	125194	Fővárosi kerület
23	Budapest	1036	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
24	Budapest	1037	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
25	Budapest	1038	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
26	Budapest	1039	1	Budapest, III. ker.	budapest	0	Fővárosi kerület
27	Budapest	1041	1	Budapest, IV. ker.	budapest	100453	Fővárosi kerület
28	Budapest	1042	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
29	Budapest	1043	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
30	Budapest	1044	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
31	Budapest	1045	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
32	Budapest	1046	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
33	Budapest	1047	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
34	Budapest	1048	1	Budapest, IV. ker.	budapest	0	Fővárosi kerület
35	Budapest	1051	1	Budapest, V. ker.	budapest	26973	Fővárosi kerület
36	Budapest	1052	1	Budapest, V. ker.	budapest	0	Fővárosi kerület
37	Budapest	1053	1	Budapest, V. ker.	budapest	0	Fővárosi kerület
38	Budapest	1054	1	Budapest, V. ker.	budapest	0	Fővárosi kerület
39	Budapest	1055	1	Budapest, V. ker.	budapest	0	Fővárosi kerület
40	Budapest	1056	1	Budapest, V. ker.	budapest	0	Fővárosi kerület
41	Budapest	1061	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
42	Budapest	1062	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
43	Budapest	1063	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
44	Budapest	1064	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
45	Budapest	1065	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
46	Budapest	1066	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
47	Budapest	1067	1	Budapest, VI. ker.	budapest	37539	Fővárosi kerület
48	Budapest	1068	1	Budapest, VI. ker.	budapest	0	Fővárosi kerület
49	Budapest	1071	1	Budapest, VII. ker.	budapest	0	Fővárosi kerület
50	Budapest	1072	1	Budapest, VII. ker.	budapest	0	Fővárosi kerület
51	Budapest	1073	1	Budapest, VII. ker.	budapest	56857	Fővárosi kerület
